사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Apr-23,경춘선,1328,남춘천,457,4,"1,391",23,"3,514",946,"4,950","2,745","5,951","5,466","5,682","6,674","5,516","5,315","5,248","9,557","6,020","8,728","6,946","5,571","7,885","4,779","8,255","5,939","8,314","5,203","6,691","6,159","5,584","6,194","4,132","8,994","3,473","3,858","3,016","3,628","1,807","4,499",602,"2,120",1,"1,969",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경춘선,1329,춘천,261,0,591,6,"1,465",381,"1,664","1,647","2,572","4,533","2,630","6,243","2,504","4,744","2,870","5,775","3,146","4,467","4,535","3,951","5,435","2,606","7,661","3,247","8,939","2,438","6,802","2,734","4,896","2,274","2,971","3,306","1,943","1,398","1,153","1,570",618,"1,241",169,"1,224",3,649,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1873,고색,620,3,"2,695",272,"7,795","2,758","17,456","15,820","14,339","24,907","7,338","6,445","5,036","3,086","5,067","3,593","5,537","4,092","4,782","3,883","4,417","3,905","4,842","4,696","6,637","6,828","15,623","9,127","20,342","12,022","6,563","11,893","5,969","7,665","3,592","5,882","2,021","5,406",874,"3,569",5,"2,026",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1874,오목천,5,0,825,393,"5,812","1,963","13,223","5,389","14,634","13,924","8,478","8,983","6,534","5,495","6,707","4,400","8,379","5,313","7,397","6,785","6,497","4,384","9,065","5,475","12,838","7,551","12,151","7,202","10,814","13,090","5,191","8,757","3,318","4,776","3,050","4,907","2,112","5,645",774,"3,317",5,345,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1875,어천,0,0,174,100,950,"1,382","2,519","2,803","2,957","3,065","2,298","1,381","2,033","1,242","1,996","1,343","2,101","1,385","1,906","1,739","1,635","1,600","2,017","1,541","3,295","2,453","3,066","2,315","3,563","3,340","1,607","2,304",957,"1,409",543,"1,538",364,"1,199",139,645,2,75,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1876,야목,0,0,236,125,518,528,"1,326",633,"1,216",724,729,423,594,574,564,368,630,355,640,452,571,374,635,390,"1,022",571,"1,144",721,947,969,485,705,220,360,173,500,93,286,36,209,1,45,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1877,사리,1,0,"4,541",348,"11,750","1,679","26,156","3,406","24,795","5,719","13,150","2,492","9,129","2,806","7,919","2,662","8,191","3,805","7,714","5,069","5,580","4,997","5,325","6,961","6,260","10,959","7,008","12,103","6,695","22,205","4,045","14,798","2,604","9,687","2,150","9,931","2,192","8,092",744,"5,591",19,775,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1878,달월,0,0,8,42,27,158,139,199,232,330,85,128,84,128,137,137,118,155,107,156,154,101,174,98,376,114,336,126,846,101,113,60,55,67,51,63,24,63,14,32,0,2,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1879,월곶,3,0,"1,499",289,"5,201","1,379","11,034","1,933","11,278","3,144","6,718","3,191","4,440","3,346","4,337","3,918","4,536","4,131","3,797","4,067","3,814","3,846","4,306","4,782","4,333","6,104","4,683","7,586","5,263","10,390","3,100","5,975","2,273","4,253","1,909","4,322","1,356","3,475",553,"2,034",6,318,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1880,소래포구,34,0,"2,618",525,"7,745","3,471","17,878","3,707","14,592","6,541","8,779","5,869","7,087","8,144","7,828","15,847","9,358","17,338","10,739","11,820","14,469","10,861","17,144","10,300","15,517","11,664","12,020","12,206","9,106","15,445","5,950","10,418","5,018","7,012","4,508","6,750","2,807","5,488","1,402","3,692",22,619,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1881,인천논현,12,0,"2,837",656,"6,679","4,895","16,960","8,534","15,354","13,143","9,086","8,811","8,140","6,698","8,016","6,841","8,748","7,844","8,212","8,779","7,954","8,771","8,933","9,730","9,730","12,993","12,146","16,472","12,383","20,180","7,302","13,292","6,538","8,754","6,454","7,330","4,756","5,727","2,375","3,542",4,730,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1882,호구포,5,0,"1,990",855,"3,765","5,700","8,139","17,832","8,498","23,446","5,677","4,561","4,779","2,940","5,029","3,586","5,479","3,566","4,798","4,117","4,686","3,971","5,241","4,407","6,321","5,536","15,417","7,163","17,336","8,251","6,051","6,827","6,349","5,020","3,821","4,215","2,024","3,210","1,014","2,480",1,414,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1883,남동인더스파크,0,0,397,675,"1,024","4,233","1,244","15,960","2,010","19,551","1,376","3,376","1,459","1,598","1,733","1,569","2,091","1,623","1,954","1,647","2,291","1,416","2,919","1,069","3,799","1,364","13,244","1,697","10,737","1,990","3,497","2,120","4,018","1,555","1,853",936,546,566,141,411,1,27,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1884,원인재,3,1,"3,553",666,"7,517","2,287","14,677","5,729","16,996","8,052","9,795","4,791","7,996","4,747","7,177","5,276","7,708","5,823","7,095","6,513","6,191","6,647","6,787","8,712","7,041","10,260","8,186","13,803","8,425","17,431","5,171","11,870","4,381","8,651","3,955","8,024","2,926","6,989","1,482","4,492",31,821,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1885,연수,7,1,"2,518",809,"7,118","2,088","16,130","4,808","15,158","12,100","7,337","7,484","6,279","6,926","6,694","5,921","7,864","6,764","7,832","6,991","7,597","6,859","7,776","7,667","9,016","10,309","9,194","14,315","11,603","17,152","5,970","10,613","5,315","7,664","5,604","6,552","4,104","4,249","2,340","3,017",32,681,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1886,송도,1,1,"2,051",354,"4,794","1,359","10,074","2,487","9,764","4,462","4,948","2,429","4,335","2,445","4,402","2,901","4,867","3,293","4,570","3,231","3,791","3,655","4,321","4,627","4,547","5,481","4,728","7,459","3,938","8,726","2,275","5,760","1,886","3,603","1,471","3,619",892,"2,603",387,"1,678",2,509,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1888,인하대,37,0,"3,886",707,"10,357","3,697","23,873","5,039","18,895","21,342","10,092","11,779","8,873","16,117","10,050","9,156","10,551","11,255","10,951","10,873","11,950","10,463","13,845","9,992","19,054","12,241","17,599","18,172","14,808","23,800","8,974","12,713","7,895","9,854","7,350","8,864","5,875","6,517","3,665","4,603",65,"1,094",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1889,숭의,13,0,"3,214",859,"6,853","4,143","13,846","8,092","12,542","12,443","6,861","4,958","6,741","4,155","6,696","3,459","6,401","4,396","5,934","5,117","5,734","5,211","6,575","5,176","7,437","7,414","9,684","9,772","9,309","12,223","4,449","7,101","2,990","5,503","2,553","5,296","1,764","3,738",841,"2,273",10,552,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1890,신포,4,0,"1,282",232,"1,727",962,"3,312","3,911","3,368","9,289","2,256","3,590","1,982","2,787","2,152","2,780","2,859","3,282","3,042","3,104","3,335","3,088","4,195","3,364","5,926","3,837","5,904","4,035","6,744","4,870","3,105","2,731","2,503","1,711","1,956","1,702","1,356","1,282",577,717,0,179,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,수인선,1891,인천,98,0,611,188,"1,088","1,085","2,038","2,865","2,004","4,514","1,672","2,459","1,611","3,201","1,766","5,076","2,043","5,103","2,211","4,547","2,615","4,877","3,561","4,815","4,111","3,841","3,231","3,803","2,932","4,430","1,780","2,666","1,450","2,083","1,042","1,722",653,"1,292",124,953,7,292,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1501,판교,5,0,648,16,"2,329","7,039","5,569","16,225","4,243","33,166","2,741","24,547","2,785","12,193","3,655","8,761","4,259","6,814","4,960","5,927","6,349","5,504","9,230","4,849","10,405","6,867","18,754","7,020","26,147","6,697","18,632","4,526","16,679","1,997","10,874","1,826","6,703","1,344","2,508",832,0,251,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1502,이매,9,0,632,43,"1,933","1,060","5,355","3,065","4,155","2,835","2,225","1,621","1,835","1,083","1,675","1,073","1,662","1,181","1,480","1,487","1,474","1,394","1,847","1,704","2,204","1,834","2,424","3,008","2,664","3,065","1,333","2,738","1,169","1,256","1,461","1,268","1,141",788,405,313,26,115,2,1,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1503,삼동,1,0,"1,263",152,"5,200","1,532","13,398","2,630","12,846","2,852","7,825","1,328","4,405","1,105","3,140","1,540","3,000","1,709","2,714","1,961","2,173","2,604","2,357","3,649","2,548","4,426","3,596","6,981","3,176","9,340","1,352","8,317",850,"5,953",669,"4,105",374,"3,741",112,"1,629",5,30,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1504,경기광주,2,2,"2,883",212,"15,794","2,044","44,504","6,449","43,948","10,049","24,168","5,234","15,338","4,683","12,570","5,517","11,819","6,125","10,211","7,833","8,520","8,642","8,502","11,080","9,903","17,245","11,143","20,590","9,316","38,809","4,915","26,290","3,226","22,130","2,679","13,779","1,669","11,042",650,"8,328",0,64,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1505,초월,0,0,"1,385",250,"6,122","1,662","15,950","4,742","15,742","6,253","9,111","2,392","5,324","2,161","4,845","2,207","4,383","2,501","4,198","3,035","3,449","3,280","3,642","3,989","5,254","5,792","6,328","8,214","5,774","11,038","2,301","11,739","1,689","7,005","1,257","6,975",633,"4,608",291,"3,733",0,0,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1506,곤지암,0,0,933,177,"3,049","1,973","7,776","5,601","7,189","7,840","5,303","3,553","3,413","3,053","3,791","2,956","3,885","3,189","3,602","3,167","3,575","3,233","4,500","3,344","5,283","4,399","8,056","6,326","7,685","5,997","2,829","6,844","1,874","3,733",971,"3,815",527,"2,617",184,"2,058",0,0,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1507,신둔도예촌,1,0,648,129,"2,933",525,"6,723","2,847","4,925","3,803","3,536","2,086","2,898","1,435","2,106","1,857","2,542","1,754","2,441","1,596","1,997","1,772","2,399","1,905","3,718","2,864","4,398","3,109","3,466","5,359","1,449","3,864","1,387","3,953",774,"2,431",299,"2,371",98,"1,847",1,2,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1508,이천,7,0,909,45,"3,403","1,281","8,605","5,655","7,449","9,373","5,795","4,156","5,062","3,619","4,517","4,607","4,447","4,245","4,707","4,359","4,450","4,446","4,729","5,260","6,343","5,248","6,626","7,606","7,632","8,558","3,866","7,366","3,197","5,272","2,592","4,205","1,196","3,580",500,"1,540",2,948,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1509,부발,1,0,975,52,"3,159","1,388","6,653","6,312","6,023","6,275","4,320","1,952","3,645","2,033","4,153","2,462","3,347","2,759","3,436","2,319","3,814","2,751","3,683","3,052","4,647","3,760","7,080","5,077","5,357","4,690","3,734","6,648","2,081","3,936","1,160","3,756",773,"3,707",292,"1,948",6,"1,438",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1510,세종대왕릉,0,0,199,2,707,156,"1,051",756,"1,062",883,807,669,785,766,638,824,559,689,674,457,730,734,810,679,944,698,986,710,"1,014","1,214",438,852,219,671,97,477,98,240,12,401,1,119,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,경강선,1511,여주,3,0,"1,473",3,"4,233",671,"7,067","3,893","6,806","6,049","5,130","6,291","4,990","4,074","4,383","4,417","4,781","4,661","5,357","4,344","5,760","4,112","7,339","4,842","7,257","5,082","6,717","5,538","5,849","8,853","3,312","6,017","2,315","5,724","1,674","4,039",793,"2,495",214,"3,344",1,"1,288",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2511,방화,14,0,"5,232",9,"11,598","3,332","27,608","6,146","26,096","14,117","15,160","7,294","11,939","5,934","11,340","6,325","11,341","7,488","10,486","8,088","9,068","9,285","10,113","10,543","11,817","12,356","11,095","14,327","10,497","21,973","5,508","19,354","4,110","12,516","2,821","11,105","2,078","10,946",786,"6,650",160,"2,562",0,266,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2512,개화산,4,0,"4,456",408,"8,598","4,496","22,092","6,929","20,845","16,433","11,880","7,235","8,588","5,354","8,342","5,525","8,833","6,500","7,936","6,159","7,191","6,400","7,470","7,932","9,255","9,356","12,071","11,533","13,162","16,498","5,682","15,325","3,498","9,393","2,877","9,107","2,475","8,148",653,"4,607",114,"1,846",0,15,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2513,김포공항,1,2,571,"2,856","2,002","10,968","5,421","15,652","8,785","17,630","8,671","12,731","9,461","14,432","11,147","16,153","12,097","16,163","14,214","17,170","15,905","16,167","17,860","15,624","16,396","16,646","21,677","16,474","25,497","15,517","17,858","9,011","13,775","4,196","13,771","2,613","11,712","1,715","5,235","1,173",273,504,0,1,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2514,송정,28,0,"3,969","1,056","8,220","3,556","20,483","7,138","23,262","11,727","14,802","8,117","11,493","6,741","10,187","6,988","10,619","7,757","9,471","8,032","9,161","8,169","9,120","9,800","10,512","11,789","11,450","13,720","12,589","19,833","7,602","16,387","5,813","10,811","4,758","9,806","3,748","9,174","1,920","5,655",280,"1,989",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2515,마곡,3,0,"2,572","3,924","8,255","10,466","25,625","15,407","25,861","48,932","14,634","30,741","11,592","14,064","11,651","11,193","12,220","12,122","12,732","13,280","13,266","12,273","15,886","13,157","22,802","15,608","30,749","18,132","39,785","26,710","17,895","20,851","13,082","11,562","11,083","9,732","7,772","9,918","3,156","5,184",499,"2,318",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2516,발산,1,0,"3,482","2,265","10,576","13,973","29,095","38,444","30,023","116,517","19,773","59,012","19,621","31,898","23,207","29,417","26,675","29,561","29,209","31,014","32,216","28,087","38,262","27,795","43,683","30,468","65,854","37,369","88,795","52,221","39,801","38,634","32,623","21,135","33,312","16,648","26,861","14,996","11,142","8,792","1,544","2,736",1,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2517,우장산,1,0,"7,185",857,"22,851","4,885","58,485","15,769","59,981","24,178","32,554","15,484","26,245","12,579","24,874","12,823","24,551","15,685","22,358","18,631","19,618","20,271","21,925","23,615","25,983","28,805","23,281","35,924","19,023","54,726","12,632","42,549","9,090","26,183","7,710","23,517","6,506","23,948","1,966","14,555",303,"3,555",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2518,화곡,278,2,"23,477","1,338","43,186","9,885","120,417","15,304","149,945","33,291","75,897","26,133","48,049","19,749","42,986","20,607","44,599","23,528","40,889","28,233","34,405","30,959","33,481","38,666","36,913","52,819","38,408","70,581","38,644","121,969","23,743","93,169","16,977","58,130","14,128","55,425","11,266","46,261","4,925","29,748",726,"8,841",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2519,까치산,260,1,"24,696","1,656","45,623","9,131","126,194","11,209","155,880","22,112","81,513","18,800","49,874","18,186","43,527","20,518","44,510","24,884","39,990","28,672","33,049","32,964","31,262","44,205","33,109","56,931","31,809","73,642","30,847","122,001","20,682","98,270","15,751","64,542","12,966","62,098","10,940","50,399","5,269","32,330",837,"9,170",2,369,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2520,신정(은행정),82,14,"12,480",750,"24,194","3,657","65,553","9,249","77,911","13,047","37,831","8,870","21,707","7,403","17,875","8,001","18,297","9,728","16,615","11,633","13,298","12,791","13,118","16,756","14,315","22,516","14,964","28,717","15,254","48,362","8,543","36,131","6,048","23,801","5,357","23,026","4,135","21,285","1,693","12,950",225,"3,876",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2521,목동,5,0,"8,268","1,355","20,970","5,591","60,759","16,322","73,365","26,818","37,431","20,677","26,448","15,503","24,115","14,792","24,392","17,760","22,918","21,688","20,680","21,542","21,339","25,649","23,262","33,332","26,633","46,059","27,633","80,339","16,219","55,062","13,515","32,645","13,418","30,476","14,513","27,807","4,544","15,859",643,"5,022",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2522,오목교(목동운동장앞),6,0,"5,264","1,832","15,882","8,653","50,470","29,781","58,018","65,278","32,455","51,234","25,031","31,684","25,603","31,065","28,779","31,353","29,706","34,781","30,422","33,228","33,747","36,462","39,901","42,274","48,798","51,976","65,694","74,641","36,234","49,075","37,380","28,442","30,426","24,813","23,804","20,943","7,781","12,739",989,"3,638",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2523,양평,3,0,"2,117",710,"7,250","3,523","24,295","9,225","28,950","35,730","13,333","13,653","8,522","5,972","7,994","5,514","9,028","6,137","8,559","7,037","7,822","6,819","8,280","7,754","10,138","9,471","16,064","13,148","29,495","22,923","8,745","16,071","5,903","10,982","4,577","10,126","3,288","9,461","1,503","5,715",169,"1,745",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2524,영등포구청,2,0,"1,147",804,"2,582","2,311","7,940","6,485","11,421","24,132","5,825","10,032","4,307","4,613","4,708","4,039","5,015","4,358","5,376","4,477","5,140","4,670","5,771","4,610","6,697","5,188","10,351","7,075","20,685","12,578","6,792","6,689","4,641","4,229","4,390","4,057","3,210","3,691","1,301","2,313",245,611,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2525,영등포시장,6,0,"2,772","1,122","6,354","5,574","24,201","13,801","33,994","37,450","16,449","22,762","11,573","17,031","12,325","16,478","15,062","20,026","15,682","23,503","15,848","19,066","20,136","16,291","24,937","16,458","29,369","19,785","39,146","33,032","17,406","20,708","12,658","13,524","11,270","12,852","7,929","12,300","3,315","7,623",483,"1,680",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2526,신길,54,0,"2,031",368,"4,398","1,838","16,168","4,956","23,664","14,098","10,807","6,243","6,927","3,101","5,682","3,474","5,797","3,743","5,418","4,346","4,679","4,443","5,106","5,464","5,922","7,089","8,520","11,345","12,703","19,254","4,965","12,460","3,492","9,704","3,766","9,832","2,535","9,714","1,377","6,161",210,"1,734",1,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2527,여의도,10,0,"2,157","3,332","4,069","27,508","10,161","137,770","14,438","213,624","12,617","81,862","14,107","36,696","19,652","37,257","21,410","34,751","26,547","37,586","32,706","30,572","40,329","28,547","54,651","28,705","139,412","31,947","170,495","40,204","70,199","19,013","60,434","10,244","48,936","8,719","28,194","7,097","9,779","4,112","1,016","2,020",0,2,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2528,여의나루,10,0,"1,086","1,505","2,753","13,186","5,966","41,739","9,168","73,302","6,162","32,873","7,613","32,666","10,353","37,988","13,673","42,998","17,707","48,827","25,504","52,256","35,565","52,811","48,032","49,947","74,072","47,023","92,241","45,024","56,103","26,069","55,828","14,223","44,795","8,453","32,223","5,305","10,856","2,795",815,798,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2529,마포,12,0,"2,404","1,177","8,816","7,074","28,359","20,802","36,784","72,137","20,980","33,300","17,266","16,431","17,204","17,572","18,556","16,172","19,407","17,245","17,841","15,326","19,005","17,330","21,335","20,894","35,648","30,155","57,822","44,198","22,126","25,852","19,521","16,418","21,119","15,108","15,306","13,102","6,404","8,216",698,"2,027",1,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2530,공덕,8,0,"1,793",994,"5,707","7,102","21,377","30,906","32,836","79,062","17,128","40,536","14,602","17,743","16,123","16,116","18,131","15,498","19,671","16,389","17,964","15,261","20,279","16,565","24,771","19,328","42,294","30,116","63,949","47,208","25,479","23,957","20,695","14,481","21,660","13,612","16,091","12,098","6,939","6,451",973,"1,626",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2531,애오개,37,2,"2,208",506,"5,704","4,965","18,883","9,434","25,909","26,082","12,804","13,629","9,141","6,820","9,532","6,186","10,200","6,684","10,142","7,929","8,677","8,199","10,191","8,217","11,093","9,772","13,242","13,926","20,867","22,141","8,412","13,565","5,521","8,763","4,690","8,006","3,431","7,762","1,160","4,707",123,"2,239",0,373,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2532,충정로(경기대입구),15,0,953,213,"2,383","1,990","6,263","14,225","8,688","32,610","5,334","12,541","4,076","4,901","4,628","4,406","5,031","3,885","5,580","5,036","5,795","4,543","5,905","4,075","7,562","4,330","16,498","6,117","26,544","8,727","7,731","5,521","5,160","4,206","4,774","4,068","3,086","3,956","1,175","2,693",159,603,0,66,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2533,서대문,16,1,"3,505","1,200","6,248","15,209","18,777","71,591","24,320","163,737","18,472","50,072","17,963","22,832","20,773","21,861","21,028","19,586","21,172","23,736","25,029","19,689","30,557","16,814","43,169","17,572","74,411","20,063","113,657","26,976","32,595","16,031","25,951","11,537","23,456","11,634","16,606","9,135","6,170","5,565",646,"1,630",0,49,0,0,0,0,2023-05-03 10:27
Apr-23,5호선,2534,광화문(세종문화회관),9,1,"1,159","1,152","3,367","30,711","9,037","81,765","13,604","264,608","12,206","122,710","14,871","57,582","21,190","54,793","27,338","48,578","35,715","51,731","43,703","41,934","55,576","33,663","72,911","32,096","118,600","37,817","210,262","44,168","78,995","21,370","62,670","9,587","62,905","7,727","42,046","5,662","13,618","3,064","1,533",765,0,1,0,0,0,0,2023-05-03 10:27
