순번,기준년,기준월,상권코드,상권명,성별코드,성별,시간대코드,시간대,행정동코드,행정동명,유동인구수,시간당 평균 유동인구수,데이터생성일자
208,2021,01월,11,이마트 트레이더스 월평점 주변 상권,m,남성,4,저녁,3017058800,월평3동,19870.48,4967.63,2022-11-15
209,2021,01월,11,이마트 트레이더스 월평점 주변 상권,f,여성,5,야간,3017058800,월평3동,7546.83,1078.12,2022-11-15
210,2021,01월,11,이마트 트레이더스 월평점 주변 상권,m,남성,5,야간,3017058800,월평3동,9560.04,1365.72,2022-11-15
211,2021,01월,12,세이디에스탄방점 주변 상권,f,여성,1,출근,3017055500,탄방동,39127.24,19563.62,2022-11-15
212,2021,01월,12,세이디에스탄방점 주변 상권,m,남성,1,출근,3017055500,탄방동,39498.69,19749.35,2022-11-15
213,2021,01월,12,세이디에스탄방점 주변 상권,f,여성,2,주간,3017055500,탄방동,470133.96,52237.1,2022-11-15
214,2021,01월,12,세이디에스탄방점 주변 상권,m,남성,2,주간,3017055500,탄방동,416121.53,46235.73,2022-11-15
215,2021,01월,12,세이디에스탄방점 주변 상권,f,여성,3,퇴근,3017055500,탄방동,121638.59,60819.3,2022-11-15
216,2021,01월,12,세이디에스탄방점 주변 상권,m,남성,3,퇴근,3017055500,탄방동,113440.97,56720.49,2022-11-15
217,2021,01월,12,세이디에스탄방점 주변 상권,f,여성,4,저녁,3017055500,탄방동,177620.96,44405.25,2022-11-15
218,2021,01월,12,세이디에스탄방점 주변 상권,m,남성,4,저녁,3017055500,탄방동,168452.2,42113.06,2022-11-15
219,2021,01월,12,세이디에스탄방점 주변 상권,f,여성,5,야간,3017055500,탄방동,57364.29,8194.9,2022-11-15
220,2021,01월,12,세이디에스탄방점 주변 상권,m,남성,5,야간,3017055500,탄방동,67089.88,9584.27,2022-11-15
221,2021,01월,12,세이디에스탄방점 주변 상권,f,여성,1,출근,3017063000,둔산1동,13793.71,6896.86,2022-11-15
222,2021,01월,12,세이디에스탄방점 주변 상권,m,남성,1,출근,3017063000,둔산1동,14823.68,7411.84,2022-11-15
223,2021,01월,12,세이디에스탄방점 주변 상권,f,여성,2,주간,3017063000,둔산1동,180483.97,20053.77,2022-11-15
224,2021,01월,12,세이디에스탄방점 주변 상권,m,남성,2,주간,3017063000,둔산1동,171938.65,19104.3,2022-11-15
225,2021,01월,12,세이디에스탄방점 주변 상권,f,여성,3,퇴근,3017063000,둔산1동,41795.28,20897.64,2022-11-15
226,2021,01월,12,세이디에스탄방점 주변 상권,m,남성,3,퇴근,3017063000,둔산1동,44913.73,22456.87,2022-11-15
227,2021,01월,12,세이디에스탄방점 주변 상권,f,여성,4,저녁,3017063000,둔산1동,48204.98,12051.26,2022-11-15
228,2021,01월,12,세이디에스탄방점 주변 상권,m,남성,4,저녁,3017063000,둔산1동,54837.6,13709.42,2022-11-15
229,2021,01월,12,세이디에스탄방점 주변 상권,f,여성,5,야간,3017063000,둔산1동,17832.53,2547.51,2022-11-15
230,2021,01월,12,세이디에스탄방점 주변 상권,m,남성,5,야간,3017063000,둔산1동,22157.43,3165.35,2022-11-15
231,2021,01월,13,대전시청역 주변 상권,f,여성,1,출근,3017055500,탄방동,3676.57,1838.29,2022-11-15
232,2021,01월,13,대전시청역 주변 상권,m,남성,1,출근,3017055500,탄방동,4464.89,2232.45,2022-11-15
233,2021,01월,13,대전시청역 주변 상권,f,여성,2,주간,3017055500,탄방동,55441.73,6160.19,2022-11-15
234,2021,01월,13,대전시청역 주변 상권,m,남성,2,주간,3017055500,탄방동,51665.86,5740.65,2022-11-15
235,2021,01월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017055500,탄방동,11139.73,5569.87,2022-11-15
236,2021,01월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017055500,탄방동,11679.37,5839.69,2022-11-15
237,2021,01월,13,대전시청역 주변 상권,f,여성,4,저녁,3017055500,탄방동,10556.81,2639.22,2022-11-15
238,2021,01월,13,대전시청역 주변 상권,m,남성,4,저녁,3017055500,탄방동,12480.98,3120.26,2022-11-15
239,2021,01월,13,대전시청역 주변 상권,f,여성,5,야간,3017055500,탄방동,3559.83,508.54,2022-11-15
240,2021,01월,13,대전시청역 주변 상권,m,남성,5,야간,3017055500,탄방동,4799.94,685.7,2022-11-15
241,2021,01월,13,대전시청역 주변 상권,f,여성,1,출근,3017063000,둔산1동,51966.7,25983.35,2022-11-15
242,2021,01월,13,대전시청역 주변 상권,m,남성,1,출근,3017063000,둔산1동,61745.27,30872.64,2022-11-15
243,2021,01월,13,대전시청역 주변 상권,f,여성,2,주간,3017063000,둔산1동,707652.5,78628.05,2022-11-15
244,2021,01월,13,대전시청역 주변 상권,m,남성,2,주간,3017063000,둔산1동,685813.21,76201.47,2022-11-15
245,2021,01월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017063000,둔산1동,142504.42,71252.21,2022-11-15
246,2021,01월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017063000,둔산1동,152742.96,76371.48,2022-11-15
247,2021,01월,13,대전시청역 주변 상권,f,여성,4,저녁,3017063000,둔산1동,147052.58,36763.15,2022-11-15
248,2021,01월,13,대전시청역 주변 상권,m,남성,4,저녁,3017063000,둔산1동,173021.68,43255.43,2022-11-15
249,2021,01월,13,대전시청역 주변 상권,f,여성,5,야간,3017063000,둔산1동,56893.98,8127.72,2022-11-15
250,2021,01월,13,대전시청역 주변 상권,m,남성,5,야간,3017063000,둔산1동,74335.81,10619.41,2022-11-15
251,2021,01월,13,대전시청역 주변 상권,f,여성,1,출근,3017064000,둔산2동,349.98,174.99,2022-11-15
252,2021,01월,13,대전시청역 주변 상권,m,남성,1,출근,3017064000,둔산2동,475.68,237.84,2022-11-15
253,2021,01월,13,대전시청역 주변 상권,f,여성,2,주간,3017064000,둔산2동,4536.62,504.06,2022-11-15
254,2021,01월,13,대전시청역 주변 상권,m,남성,2,주간,3017064000,둔산2동,5016.84,557.43,2022-11-15
255,2021,01월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,713.9,356.95,2022-11-15
256,2021,01월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,875,437.5,2022-11-15
257,2021,01월,13,대전시청역 주변 상권,f,여성,4,저녁,3017064000,둔산2동,669.8,167.47,2022-11-15
258,2021,01월,13,대전시청역 주변 상권,m,남성,4,저녁,3017064000,둔산2동,889.8,222.46,2022-11-15
259,2021,01월,13,대전시청역 주변 상권,f,여성,5,야간,3017064000,둔산2동,288.57,41.23,2022-11-15
260,2021,01월,13,대전시청역 주변 상권,m,남성,5,야간,3017064000,둔산2동,371.82,53.12,2022-11-15
261,2021,01월,14,서구 보건소 주변 상권,f,여성,1,출근,3017058700,월평2동,261.53,130.77,2022-11-15
262,2021,01월,14,서구 보건소 주변 상권,m,남성,1,출근,3017058700,월평2동,296.77,148.39,2022-11-15
263,2021,01월,14,서구 보건소 주변 상권,f,여성,2,주간,3017058700,월평2동,2224,247.11,2022-11-15
264,2021,01월,14,서구 보건소 주변 상권,m,남성,2,주간,3017058700,월평2동,2207.5,245.28,2022-11-15
265,2021,01월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017058700,월평2동,578.05,289.03,2022-11-15
266,2021,01월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017058700,월평2동,628.18,314.09,2022-11-15
267,2021,01월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017058700,월평2동,924.44,231.13,2022-11-15
268,2021,01월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017058700,월평2동,956.85,239.22,2022-11-15
269,2021,01월,14,서구 보건소 주변 상권,f,여성,5,야간,3017058700,월평2동,377.2,53.88,2022-11-15
270,2021,01월,14,서구 보건소 주변 상권,m,남성,5,야간,3017058700,월평2동,437.8,62.55,2022-11-15
271,2021,01월,14,서구 보건소 주변 상권,f,여성,1,출근,3017064000,둔산2동,799.78,399.89,2022-11-15
272,2021,01월,14,서구 보건소 주변 상권,m,남성,1,출근,3017064000,둔산2동,968.5,484.25,2022-11-15
273,2021,01월,14,서구 보건소 주변 상권,f,여성,2,주간,3017064000,둔산2동,7790.92,865.66,2022-11-15
274,2021,01월,14,서구 보건소 주변 상권,m,남성,2,주간,3017064000,둔산2동,8362.73,929.19,2022-11-15
275,2021,01월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,1847.61,923.81,2022-11-15
276,2021,01월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,2059.65,1029.83,2022-11-15
277,2021,01월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017064000,둔산2동,2754.46,688.63,2022-11-15
278,2021,01월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017064000,둔산2동,2935.73,733.94,2022-11-15
279,2021,01월,14,서구 보건소 주변 상권,f,여성,5,야간,3017064000,둔산2동,833.7,119.1,2022-11-15
280,2021,01월,14,서구 보건소 주변 상권,m,남성,5,야간,3017064000,둔산2동,970.72,138.67,2022-11-15
281,2021,01월,14,서구 보건소 주변 상권,f,여성,1,출근,3017065000,만년동,23538.2,11769.1,2022-11-15
282,2021,01월,14,서구 보건소 주변 상권,m,남성,1,출근,3017065000,만년동,32026.77,16013.39,2022-11-15
283,2021,01월,14,서구 보건소 주변 상권,f,여성,2,주간,3017065000,만년동,243142.42,27015.82,2022-11-15
284,2021,01월,14,서구 보건소 주변 상권,m,남성,2,주간,3017065000,만년동,292708,32523.11,2022-11-15
285,2021,01월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017065000,만년동,54141.13,27070.57,2022-11-15
286,2021,01월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017065000,만년동,63162.56,31581.28,2022-11-15
287,2021,01월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017065000,만년동,87656.35,21914.09,2022-11-15
288,2021,01월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017065000,만년동,95690.23,23922.56,2022-11-15
289,2021,01월,14,서구 보건소 주변 상권,f,여성,5,야간,3017065000,만년동,34993.48,4999.07,2022-11-15
290,2021,01월,14,서구 보건소 주변 상권,m,남성,5,야간,3017065000,만년동,45763.95,6537.71,2022-11-15
291,2021,02월,1,가수원상점가 주변 상권,f,여성,1,출근,3017059000,가수원동,17677.9,8838.95,2022-11-15
292,2021,02월,1,가수원상점가 주변 상권,m,남성,1,출근,3017059000,가수원동,20229.76,10114.88,2022-11-15
293,2021,02월,1,가수원상점가 주변 상권,f,여성,2,주간,3017059000,가수원동,154135.63,17126.18,2022-11-15
294,2021,02월,1,가수원상점가 주변 상권,m,남성,2,주간,3017059000,가수원동,159017.04,17668.56,2022-11-15
295,2021,02월,1,가수원상점가 주변 상권,f,여성,3,퇴근,3017059000,가수원동,40350.66,20175.33,2022-11-15
296,2021,02월,1,가수원상점가 주변 상권,m,남성,3,퇴근,3017059000,가수원동,41074.5,20537.25,2022-11-15
297,2021,02월,1,가수원상점가 주변 상권,f,여성,4,저녁,3017059000,가수원동,76121.06,19030.28,2022-11-15
298,2021,02월,1,가수원상점가 주변 상권,m,남성,4,저녁,3017059000,가수원동,75214.36,18803.6,2022-11-15
299,2021,02월,1,가수원상점가 주변 상권,f,여성,5,야간,3017059000,가수원동,34299.69,4899.95,2022-11-15
300,2021,02월,1,가수원상점가 주변 상권,m,남성,5,야간,3017059000,가수원동,36264.85,5180.69,2022-11-15
301,2021,02월,2,한민시장 주변 상권,f,여성,1,출근,3017056000,괴정동,19906.04,9953.02,2022-11-15
302,2021,02월,2,한민시장 주변 상권,m,남성,1,출근,3017056000,괴정동,22609.89,11304.95,2022-11-15
303,2021,02월,2,한민시장 주변 상권,f,여성,2,주간,3017056000,괴정동,176227.88,19580.88,2022-11-15
304,2021,02월,2,한민시장 주변 상권,m,남성,2,주간,3017056000,괴정동,169457.11,18828.57,2022-11-15
305,2021,02월,2,한민시장 주변 상권,f,여성,3,퇴근,3017056000,괴정동,51588.81,25794.41,2022-11-15
306,2021,02월,2,한민시장 주변 상권,m,남성,3,퇴근,3017056000,괴정동,55604.17,27802.09,2022-11-15
307,2021,02월,2,한민시장 주변 상권,f,여성,4,저녁,3017056000,괴정동,94361.06,23590.28,2022-11-15
308,2021,02월,2,한민시장 주변 상권,m,남성,4,저녁,3017056000,괴정동,104407.42,26101.87,2022-11-15
309,2021,02월,2,한민시장 주변 상권,f,여성,5,야간,3017056000,괴정동,42736.91,6105.27,2022-11-15
310,2021,02월,2,한민시장 주변 상권,m,남성,5,야간,3017056000,괴정동,51264.02,7323.43,2022-11-15
311,2021,02월,2,한민시장 주변 상권,f,여성,1,출근,3017057000,가장동,32230.89,16115.45,2022-11-15
312,2021,02월,2,한민시장 주변 상권,m,남성,1,출근,3017057000,가장동,29384.71,14692.36,2022-11-15
313,2021,02월,2,한민시장 주변 상권,f,여성,2,주간,3017057000,가장동,185673.14,20630.35,2022-11-15
314,2021,02월,2,한민시장 주변 상권,m,남성,2,주간,3017057000,가장동,158625.35,17625.04,2022-11-15
315,2021,02월,2,한민시장 주변 상권,f,여성,3,퇴근,3017057000,가장동,53016.3,26508.15,2022-11-15
316,2021,02월,2,한민시장 주변 상권,m,남성,3,퇴근,3017057000,가장동,47002.37,23501.19,2022-11-15
317,2021,02월,2,한민시장 주변 상권,f,여성,4,저녁,3017057000,가장동,115326.67,28831.68,2022-11-15
318,2021,02월,2,한민시장 주변 상권,m,남성,4,저녁,3017057000,가장동,104415.94,26104,2022-11-15
319,2021,02월,2,한민시장 주변 상권,f,여성,5,야간,3017057000,가장동,72379.59,10339.94,2022-11-15
320,2021,02월,2,한민시장 주변 상권,m,남성,5,야간,3017057000,가장동,71932.36,10276.05,2022-11-15
321,2021,02월,2,한민시장 주변 상권,f,여성,1,출근,3017057500,내동,3669.01,1834.51,2022-11-15
322,2021,02월,2,한민시장 주변 상권,m,남성,1,출근,3017057500,내동,3632.12,1816.06,2022-11-15
323,2021,02월,2,한민시장 주변 상권,f,여성,2,주간,3017057500,내동,25862.54,2873.62,2022-11-15
324,2021,02월,2,한민시장 주변 상권,m,남성,2,주간,3017057500,내동,23180.15,2575.57,2022-11-15
325,2021,02월,2,한민시장 주변 상권,f,여성,3,퇴근,3017057500,내동,7691.92,3845.96,2022-11-15
326,2021,02월,2,한민시장 주변 상권,m,남성,3,퇴근,3017057500,내동,6918.5,3459.25,2022-11-15
327,2021,02월,2,한민시장 주변 상권,f,여성,4,저녁,3017057500,내동,16299.47,4074.88,2022-11-15
328,2021,02월,2,한민시장 주변 상권,m,남성,4,저녁,3017057500,내동,14882.56,3720.65,2022-11-15
329,2021,02월,2,한민시장 주변 상권,f,여성,5,야간,3017057500,내동,7460.07,1065.72,2022-11-15
330,2021,02월,2,한민시장 주변 상권,m,남성,5,야간,3017057500,내동,8159.6,1165.66,2022-11-15
1482,2021,06월,2,한민시장 주변 상권,m,남성,1,출근,3017057500,내동,4477.08,2238.54,2022-11-15
331,2021,02월,3,롯데백화점 주변 상권,f,여성,1,출근,3017055000,용문동,7469.58,3734.79,2022-11-15
332,2021,02월,3,롯데백화점 주변 상권,m,남성,1,출근,3017055000,용문동,6806.3,3403.15,2022-11-15
333,2021,02월,3,롯데백화점 주변 상권,f,여성,2,주간,3017055000,용문동,59162.28,6573.59,2022-11-15
334,2021,02월,3,롯데백화점 주변 상권,m,남성,2,주간,3017055000,용문동,49232.06,5470.23,2022-11-15
335,2021,02월,3,롯데백화점 주변 상권,f,여성,3,퇴근,3017055000,용문동,15119.82,7559.91,2022-11-15
336,2021,02월,3,롯데백화점 주변 상권,m,남성,3,퇴근,3017055000,용문동,13639.06,6819.53,2022-11-15
337,2021,02월,3,롯데백화점 주변 상권,f,여성,4,저녁,3017055000,용문동,29512.35,7378.1,2022-11-15
338,2021,02월,3,롯데백화점 주변 상권,m,남성,4,저녁,3017055000,용문동,27307.95,6827,2022-11-15
339,2021,02월,3,롯데백화점 주변 상권,f,여성,5,야간,3017055000,용문동,16830.03,2404.29,2022-11-15
340,2021,02월,3,롯데백화점 주변 상권,m,남성,5,야간,3017055000,용문동,18686.05,2669.44,2022-11-15
341,2021,02월,3,롯데백화점 주변 상권,f,여성,1,출근,3017055500,탄방동,20081.28,10040.64,2022-11-15
342,2021,02월,3,롯데백화점 주변 상권,m,남성,1,출근,3017055500,탄방동,17981.11,8990.56,2022-11-15
343,2021,02월,3,롯데백화점 주변 상권,f,여성,2,주간,3017055500,탄방동,161853.02,17983.67,2022-11-15
344,2021,02월,3,롯데백화점 주변 상권,m,남성,2,주간,3017055500,탄방동,136803.1,15200.35,2022-11-15
345,2021,02월,3,롯데백화점 주변 상권,f,여성,3,퇴근,3017055500,탄방동,40004.93,20002.47,2022-11-15
346,2021,02월,3,롯데백화점 주변 상권,m,남성,3,퇴근,3017055500,탄방동,34470.73,17235.37,2022-11-15
347,2021,02월,3,롯데백화점 주변 상권,f,여성,4,저녁,3017055500,탄방동,79255.01,19813.76,2022-11-15
348,2021,02월,3,롯데백화점 주변 상권,m,남성,4,저녁,3017055500,탄방동,68055.83,17013.97,2022-11-15
349,2021,02월,3,롯데백화점 주변 상권,f,여성,5,야간,3017055500,탄방동,34934.48,4990.64,2022-11-15
350,2021,02월,3,롯데백화점 주변 상권,m,남성,5,야간,3017055500,탄방동,34029.96,4861.42,2022-11-15
351,2021,02월,3,롯데백화점 주변 상권,f,여성,1,출근,3017056000,괴정동,15780.36,7890.18,2022-11-15
352,2021,02월,3,롯데백화점 주변 상권,m,남성,1,출근,3017056000,괴정동,17158.29,8579.15,2022-11-15
353,2021,02월,3,롯데백화점 주변 상권,f,여성,2,주간,3017056000,괴정동,139655.9,15517.32,2022-11-15
354,2021,02월,3,롯데백화점 주변 상권,m,남성,2,주간,3017056000,괴정동,135544.94,15060.55,2022-11-15
355,2021,02월,3,롯데백화점 주변 상권,f,여성,3,퇴근,3017056000,괴정동,44462.29,22231.15,2022-11-15
356,2021,02월,3,롯데백화점 주변 상권,m,남성,3,퇴근,3017056000,괴정동,49307.32,24653.66,2022-11-15
357,2021,02월,3,롯데백화점 주변 상권,f,여성,4,저녁,3017056000,괴정동,79126.31,19781.59,2022-11-15
358,2021,02월,3,롯데백화점 주변 상권,m,남성,4,저녁,3017056000,괴정동,93435.21,23358.82,2022-11-15
359,2021,02월,3,롯데백화점 주변 상권,f,여성,5,야간,3017056000,괴정동,41838.08,5976.87,2022-11-15
360,2021,02월,3,롯데백화점 주변 상권,m,남성,5,야간,3017056000,괴정동,58944.64,8420.66,2022-11-15
361,2021,02월,4,갤러리아백화점 주변 상권,f,여성,1,출근,3017064000,둔산2동,44472.6,22236.3,2022-11-15
362,2021,02월,4,갤러리아백화점 주변 상권,m,남성,1,출근,3017064000,둔산2동,44733.1,22366.55,2022-11-15
363,2021,02월,4,갤러리아백화점 주변 상권,f,여성,2,주간,3017064000,둔산2동,743831.35,82647.93,2022-11-15
364,2021,02월,4,갤러리아백화점 주변 상권,m,남성,2,주간,3017064000,둔산2동,579788.64,64420.96,2022-11-15
365,2021,02월,4,갤러리아백화점 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,155536.07,77768.04,2022-11-15
366,2021,02월,4,갤러리아백화점 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,140525.83,70262.92,2022-11-15
367,2021,02월,4,갤러리아백화점 주변 상권,f,여성,4,저녁,3017064000,둔산2동,169408.08,42352.03,2022-11-15
368,2021,02월,4,갤러리아백화점 주변 상권,m,남성,4,저녁,3017064000,둔산2동,184290.01,46072.51,2022-11-15
369,2021,02월,4,갤러리아백화점 주변 상권,f,여성,5,야간,3017064000,둔산2동,75075.15,10725.02,2022-11-15
370,2021,02월,4,갤러리아백화점 주변 상권,m,남성,5,야간,3017064000,둔산2동,102780.45,14682.92,2022-11-15
371,2021,02월,5,이마트 둔산점 주변 상권,f,여성,1,출근,3017058700,월평2동,13311.35,6655.68,2022-11-15
372,2021,02월,5,이마트 둔산점 주변 상권,m,남성,1,출근,3017058700,월평2동,13813.66,6906.83,2022-11-15
373,2021,02월,5,이마트 둔산점 주변 상권,f,여성,2,주간,3017058700,월평2동,129230.26,14358.92,2022-11-15
374,2021,02월,5,이마트 둔산점 주변 상권,m,남성,2,주간,3017058700,월평2동,120591.77,13399.08,2022-11-15
375,2021,02월,5,이마트 둔산점 주변 상권,f,여성,3,퇴근,3017058700,월평2동,30125.13,15062.57,2022-11-15
376,2021,02월,5,이마트 둔산점 주변 상권,m,남성,3,퇴근,3017058700,월평2동,29808.63,14904.32,2022-11-15
